User_ID,AOV,Customer_Frequency,Avg_Discount_Sensitivity,Total_Spending,Segment,PCA1,PCA2
e9fde811,72.60000000000001,3,10890.0,217.8,🛍️ Deal Seeker,1.2355669707136157,0.902784093271114
932c893c,42.89,7,7505.75,300.23,🛍️ Deal Seeker,0.23706307043656347,1.68171437173675
b98d8283,2.965,4,296.5,11.86,😴 Low Value,-1.533041825351076,-1.4290131728242503
4319ad38,3.328888888888889,9,449.40000000000003,29.96,🔁 Frequent Buyer,-2.305618298214591,-0.11458373246681444
2ce76c47,44.596666666666664,3,3344.75,133.79,😴 Low Value,-0.1705857553942899,-0.7315472453859765
1100831a,54.436,5,1360.9,272.18,🔁 Frequent Buyer,-0.09399554093804759,-0.06185118244834296
158e8085,37.483333333333334,3,0.0,112.45,😴 Low Value,-0.6832116325203939,-1.4049752511655198
179ae4c5,43.521428571428565,7,6093.0,304.65,🛍️ Deal Seeker,0.10652657877612678,1.4427007786689123
79aff6cb,59.117999999999995,5,7389.749999999999,295.59,🛍️ Deal Seeker,0.6972079665710819,1.1121480707071036
ddae0858,8.273333333333333,9,1489.1999999999998,74.46,🔁 Frequent Buyer,-1.971243260639525,0.24328375693310747
5d31e0f4,52.13857142857143,7,9124.25,364.97,🛍️ Deal Seeker,0.7534541941251751,2.21588289019088
04cdb11d,134.595,2,5383.8,269.19,🎯 High Spender,1.5690579050360418,-0.29282097694161385
e54b0416,85.1975,4,8519.75,340.79,🛍️ Deal Seeker,1.406491529820652,1.1890167874029423
6964d7bb,51.79666666666667,9,2330.85,466.17,🛍️ Deal Seeker,0.0674883050785357,1.8903116603700258
f9941dc2,119.28,2,3578.4,238.56,🎯 High Spender,1.1135412133973623,-0.703783738067736
aa8f723f,25.464444444444446,9,6875.400000000001,229.18,🛍️ Deal Seeker,-0.6159161798536743,1.8078198597752508
0f78333d,46.45,5,5806.25,232.25,🛍️ Deal Seeker,0.15954461747512919,0.5993866232500005
414b8fad,17.37,2,521.1,34.74,😴 Low Value,-0.9427723296313562,-1.818671186907703
8f081976,96.7275,4,5803.650000000001,386.91,🛍️ Deal Seeker,1.3975331193063099,0.8563617564782008
0b3c2c9f,24.849999999999998,7,1739.5,173.95,🔁 Frequent Buyer,-1.054188224374202,0.1678921867492416
b9fabe54,58.90625,8,2356.25,471.25,🛍️ Deal Seeker,0.327051000877519,1.6538248218112754
82d284f0,13.61,3,204.14999999999998,40.83,😴 Low Value,-1.1596462080888792,-1.5980270381524604
d8e5dd07,66.86,1,1337.2,66.86,😴 Low Value,-0.10983013452076067,-1.9161910066682604
458c8213,20.9075,4,836.3,83.63,😴 Low Value,-1.0281938608746655,-1.084649031296279
b3cb8c3c,153.39,2,1533.8999999999999,306.78,🎯 High Spender,1.4679014095607057,-0.8854410080030031
3043e68e,30.54375,8,1221.75,244.35,🔁 Frequent Buyer,-0.9525558139058256,0.5913509334371931
ffda329b,3.74,4,748.0,14.96,😴 Low Value,-1.4646316521925822,-1.336700878084479
03ec5d73,47.465,2,2847.9,94.93,😴 Low Value,-0.18053903121077014,-1.2319099167587317
8fa5b154,48.1,6,7215.000000000001,288.6,🛍️ Deal Seeker,0.3787683898836737,1.3244005860229813
c68d813a,46.335,6,8340.3,278.01,🛍️ Deal Seeker,0.4433331310199133,1.4891027130986396
bba6b57f,15.4625,4,3092.5,61.85,😴 Low Value,-0.9180030747209815,-0.7514886713211382
021b5be9,60.17333333333334,6,7220.8,361.04,🛍️ Deal Seeker,0.7755560272919951,1.590930962257335
b8e38e07,197.055,2,7882.200000000001,394.11,🎯 High Spender,2.8973416940763395,0.5034467585219458
b1fe155c,32.605,2,1630.2499999999998,65.21,😴 Low Value,-0.5643892111885436,-1.534067834705418
9daac50a,88.5375,4,5312.25,354.15,🛍️ Deal Seeker,1.140424682594676,0.6548644793737888
173a7d55,58.79125,8,0.0,470.33,🔁 Frequent Buyer,0.06590661747837452,1.2242160703643172
c9939103,7.14,7,999.5999999999999,49.98,🔁 Frequent Buyer,-1.786226491812336,-0.42828859102092287
46b35e44,28.237777777777776,9,5082.799999999999,254.14,🛍️ Deal Seeker,-0.6869525995783918,1.5788748660703626
16b4c497,14.07375,8,562.95,112.59,🔁 Frequent Buyer,-1.6956188104499132,-0.025623767013089233
ebbfafc3,64.02799999999999,5,4802.099999999999,320.14,🛍️ Deal Seeker,0.5571576255603005,0.7319098336296892
34dad111,185.165,2,7406.599999999999,370.33,🎯 High Spender,2.644487159146958,0.35186777397724944
aa7bdfa3,65.616,5,4921.2,328.08,🛍️ Deal Seeker,0.6159145576855525,0.7818275055497009
598efd02,25.17125,8,5034.25,201.37,🔁 Frequent Buyer,-0.7565959368623888,1.1184579744409164
c5642517,18.545555555555556,9,1669.1,166.91,🔁 Frequent Buyer,-1.4921091262870287,0.628619667047294
2da125c1,36.22333333333333,9,0.0,326.01,🔁 Frequent Buyer,-0.8829159639203475,0.9339047164765115
d6b94141,147.71,1,0.0,147.71,😴 Low Value,0.790625277560126,-2.0451856215149746
823e9a88,43.355555555555554,9,0.0,390.2,🔁 Frequent Buyer,-0.5638381097516317,1.1788616863631878
6bdb1d9e,36.42857142857143,7,1275.0,255.0,🔁 Frequent Buyer,-0.6787980861571751,0.38617689114561105
839f23dc,25.375555555555554,9,4567.6,228.38,🔁 Frequent Buyer,-0.8710761939068357,1.3873965325253068
c7978493,28.70875,8,4593.4,229.67,🔁 Frequent Buyer,-0.6603811331942158,1.1456553418727922
c112eed4,18.83,1,376.59999999999997,18.83,😴 Low Value,-0.8357714192145068,-2.156952058514304
92e87211,43.1525,8,3452.2000000000003,345.22,🛍️ Deal Seeker,-0.19582703793924405,1.375849989968473
a7a46866,4.42125,8,530.55,35.37,🔁 Frequent Buyer,-2.092605376862776,-0.3232440184148838
3e41585f,126.3,3,3789.0,378.9,🎯 High Spender,1.58434601511476,0.13584764582378311
599dbf81,295.41,1,8862.300000000001,295.41,🎯 High Spender,3.666077366593051,-0.23627819884570844
73a54189,25.7475,8,3089.7,205.98,🔁 Frequent Buyer,-0.9447533808243815,0.7842000457837218
13649191,94.71333333333332,3,4262.099999999999,284.14,🛍️ Deal Seeker,0.9760719144343524,-0.08286681136776913
82f860f7,82.89999999999999,3,12435.0,248.7,🛍️ Deal Seeker,1.6188677202120205,1.2814208521424777
38a1e970,260.82,1,0.0,260.82,🎯 High Spender,2.2539869834069024,-1.887320176294446
d0d5e3b0,67.03999999999999,5,5028.0,335.2,🛍️ Deal Seeker,0.6686033935459798,0.826589951906185
4ff8266f,52.46,7,7344.400000000001,367.22,🛍️ Deal Seeker,0.5715580297782873,1.9023850950842465
8c3265d7,14.993333333333332,9,6747.0,134.94,🔁 Frequent Buyer,-1.0983427941786026,1.4249669706082708
3d0aec60,47.32285714285714,7,6625.2,331.26,🛍️ Deal Seeker,0.3042968666324077,1.6381970174384832
c34605d2,47.82555555555555,9,0.0,430.43,🔁 Frequent Buyer,-0.3638614455795264,1.3323843362859324
f836adad,15.91,8,3182.0,127.28,🔁 Frequent Buyer,-1.3357085339862134,0.5035401585649696
f1cbd9ed,57.875,2,2893.75,115.75,😴 Low Value,0.0005105538077664825,-1.166213365469109
a5cda6c8,216.58,1,4331.6,216.58,🎯 High Spender,2.1530873991945767,-1.1656862246072635
4b3752aa,12.11,7,4238.5,84.77,🔁 Frequent Buyer,-1.250867335543322,0.28722874602420195
10c31378,2.6671428571428573,7,186.70000000000002,18.67,🔁 Frequent Buyer,-2.0392486435154913,-0.692079500437013
ba678df8,2.13375,8,853.5,17.07,🔁 Frequent Buyer,-2.1506994027877613,-0.3339808048009955
1c816115,10.104000000000001,5,1263.0,50.52,😴 Low Value,-1.3830755345805632,-0.8717870086789445
e0a14854,57.629999999999995,3,5186.7,172.89,😴 Low Value,0.30212786580133394,-0.27287615637621143
c7cd48dd,32.71875,8,5235.0,261.75,🛍️ Deal Seeker,-0.4270910629223818,1.3828980320225617
b7380b04,36.62,6,4394.4,219.72,🛍️ Deal Seeker,-0.30491624482702145,0.5618546284705954
e8492835,63.93666666666667,3,4795.25,191.81,😴 Low Value,0.39125260064238754,-0.28291834002283256
3efbfc39,308.52,1,9255.599999999999,308.52,🎯 High Spender,3.8784952969623747,-0.14685170196805994
aa744c61,38.513333333333335,3,3466.2000000000003,115.54,😴 Low Value,-0.2844326933014823,-0.76818374453147
121bdf3e,32.722,5,2454.15,163.61,🔁 Frequent Buyer,-0.6011827504555285,-0.2521724315641948
6894c5b0,28.356666666666666,3,1701.3999999999999,85.07,😴 Low Value,-0.688662826526371,-1.1851910548976454
1e02db52,323.99,1,8099.75,323.99,🎯 High Spender,3.952834656462151,-0.3342983971333394
d4438986,77.714,5,7771.4,388.57,🛍️ Deal Seeker,1.2750094689072968,1.5134881558755964
56c899ff,21.695714285714285,7,3037.4,151.87,🔁 Frequent Buyer,-1.028961755635093,0.3202687847111907
8d6c950e,44.49142857142857,7,4671.6,311.44,🛍️ Deal Seeker,-0.012496188397022486,1.2109621547038443
295a2e0b,38.84222222222222,9,1747.8999999999999,349.58,🔁 Frequent Buyer,-0.5755101496564999,1.3399620975262219
480b55c6,70.69,3,10603.5,212.07,🛍️ Deal Seeker,1.1644888705639111,0.8325708690532201
4bd29822,35.95142857142857,7,7549.8,251.66,🛍️ Deal Seeker,-0.013395240464591642,1.508530389459441
ed799954,395.46,1,3954.6,395.46,🎯 High Spender,4.426316037339848,-0.9842080928899228
11692893,32.3275,4,1293.1,129.31,😴 Low Value,-0.6945454191593191,-0.8449911889818549
7bad321f,17.835,4,0.0,71.34,😴 Low Value,-1.1956076803289184,-1.2781477768094105
c0895f76,55.336,5,4150.2,276.68,🛍️ Deal Seeker,0.23554852352460184,0.45868287876272323
52d2c78c,50.67714285714286,7,3547.4,354.74,🛍️ Deal Seeker,0.09270173683492815,1.1691433544875403
fe747fa8,9.45142857142857,7,1984.8,66.16,🔁 Frequent Buyer,-1.5939646022690621,-0.1897669139110391
4632f85b,72.33,4,8679.6,289.32,🛍️ Deal Seeker,1.1039714317987153,1.0409757688247936
c6781108,27.93285714285714,7,977.65,195.53,🔁 Frequent Buyer,-1.0236981341114055,0.11059650627668018
e7dc9f25,136.83333333333334,3,2052.5,410.5,🎯 High Spender,1.6153586518635068,-0.07673398427764655
81f9a928,61.053333333333335,6,5494.8,366.32,🛍️ Deal Seeker,0.6165714043419978,1.2981306596730968
91da6560,150.39,2,9023.4,300.78,🎯 High Spender,2.232328832407063,0.4525075604955208
26d5be1a,36.01,9,4861.349999999999,324.09,🛍️ Deal Seeker,-0.36334558758094865,1.8057630145914738
32839723,5.65,5,706.25,28.25,😴 Low Value,-1.5721150480691468,-1.052071148793717
70f75830,52.64833333333333,6,0.0,315.89,🔁 Frequent Buyer,-0.2572774677973407,0.11956647801188157
3066b9d4,26.4575,4,5291.5,105.83,😴 Low Value,-0.4052983437079511,-0.20259481648105013
a35fe5e5,49.074285714285715,7,10305.599999999999,343.52,🛍️ Deal Seeker,0.7693061157368024,2.349530876185114
186f1145,34.601111111111116,9,9342.300000000001,311.41,🛍️ Deal Seeker,0.0613354809060452,2.567763692505894
b2de1538,3.7014285714285715,7,518.2,25.91,🔁 Frequent Buyer,-1.9651190445632072,-0.6051241591225224
cab404e5,446.14,1,0.0,446.14,🎯 High Spender,4.651566254271766,-1.6286726269330425
c0b59a57,130.1,1,1301.0,130.1,😴 Low Value,0.7043979242209164,-1.8344750037727002
5a2835a0,25.964444444444446,9,11684.0,233.68,🛍️ Deal Seeker,-0.07017441199727947,2.694637723823658
e6b61602,20.795555555555556,9,9358.0,187.16,🛍️ Deal Seeker,-0.5545818774527703,2.096449720587079
cdce35a4,42.9275,4,3434.2000000000003,171.71,😴 Low Value,-0.19796327538132363,-0.3120005978952591
4eada12f,22.72888888888889,9,0.0,204.56,🔁 Frequent Buyer,-1.4866237905100113,0.47043651281960563
d3e271bc,35.32666666666667,3,2119.6,105.98,😴 Low Value,-0.4975595643732403,-1.0424164370714744
1ec3ff2a,40.02285714285715,7,2801.6000000000004,280.16,🔁 Frequent Buyer,-0.38041654021013455,0.7561044027207263
b622561c,20.30666666666667,6,6092.0,121.84,🛍️ Deal Seeker,-0.655429097178643,0.5101540052712616
0593db79,46.07875,8,1843.15,368.63,🔁 Frequent Buyer,-0.25167641795486007,1.173300051317894
6c54fef2,10.627777777777778,9,1434.75,95.65,🔁 Frequent Buyer,-1.8718376761715354,0.31430001898410515
ed87a707,35.260000000000005,5,3526.0,176.3,🔁 Frequent Buyer,-0.41133188604118814,-0.012971064707539073
d2cafe90,150.2,1,1502.0,150.2,😴 Low Value,0.986318914851345,-1.770070553558863
43fbc7a3,74.09333333333333,3,0.0,222.28,😴 Low Value,0.08148008506203426,-1.0523097119320115
1c74138b,5.765,8,1383.6,46.12,🔁 Frequent Buyer,-1.9449839084416094,-0.12835138296328902
4c95d133,1.5650000000000002,6,469.5,9.39,🔁 Frequent Buyer,-1.8823489384765244,-0.9187987272088041
294af876,4.405,8,881.0,35.24,🔁 Frequent Buyer,-2.055124425999668,-0.26035558678827825
4cc8d249,14.342222222222224,9,3227.0000000000005,129.08,🔁 Frequent Buyer,-1.5105923356220827,0.7660051678291276
1171aed4,104.635,4,2092.7000000000003,418.54,🛍️ Deal Seeker,1.1902297627316678,0.2939704383189727
20951b9c,103.11,1,1546.65,103.11,😴 Low Value,0.3819513422022896,-1.8277181129024767
d6e84fa8,21.56,1,431.2,21.56,😴 Low Value,-0.7945092974736381,-2.143267326647977
cea71fcf,23.14,4,2314.0,92.56,😴 Low Value,-0.811853907671453,-0.7867032047753209
afbfbe33,42.56142857142857,7,4468.95,297.93,🛍️ Deal Seeker,-0.10555271696522871,1.123924515519487
4277aa34,205.48,2,6164.4,410.96,🎯 High Spender,2.8528624518339774,0.2392375364882957
d8adad87,14.763333333333334,3,0.0,44.29,😴 Low Value,-1.1577758451254954,-1.6238378857294453
b7b776d2,343.46,1,5151.9,343.46,🎯 High Spender,3.883880914778986,-0.8402492954136584
6707ca3f,10.129999999999999,5,1013.0,50.65,😴 Low Value,-1.409536018746126,-0.9165353981803378
3421e7ba,254.31,1,0.0,254.31,🎯 High Spender,2.1697637961992067,-1.8964060577230168
58e5b2b1,43.28,8,3462.4,346.24,🛍️ Deal Seeker,-0.18951963947561903,1.3815485513774288
d51c7bc1,128.28,1,1282.8,128.28,😴 Low Value,0.6788707499449275,-1.8403066505084804
531b6e08,300.7,1,4510.5,300.7,🎯 High Spender,3.2608623646505084,-1.0159271262263143
36e2ff8c,18.375,2,183.75,36.75,😴 Low Value,-0.9624927816667734,-1.8741397044318906
c98a91eb,15.435,2,308.7,30.87,😴 Low Value,-0.9986158718193977,-1.8677544543636393
fdb2b385,5.4816666666666665,6,657.8,32.89,🔁 Frequent Buyer,-1.7333385106067825,-0.7986204029572035
8f46fab4,21.768571428571427,7,3047.6,152.38,🔁 Frequent Buyer,-1.0251713442556605,0.3240156122862556
f69c9130,14.132,5,1766.5,70.66,😴 Low Value,-1.2121165852469276,-0.7087460305958051
87bf4ca6,124.96,1,624.8,124.96,😴 Low Value,0.564300815469392,-1.963940978594556
65aaf4f4,342.94,1,3429.4,342.94,🎯 High Spender,3.6896747225184496,-1.1524927558367248
faf193a9,17.033333333333335,3,511.0,51.1,😴 Low Value,-1.0547434286625164,-1.5095554758695386
c6a2892f,10.695,2,641.7,21.39,😴 Low Value,-1.0425371011182538,-1.833668776497754
4e432e36,62.05,5,6205.0,310.25,🛍️ Deal Seeker,0.6528101241126232,0.9502795717324242
85227829,28.99,6,869.7,173.94,🔁 Frequent Buyer,-0.9389076942394912,-0.24337133866893348
3adf00f3,49.09142857142857,7,10309.199999999999,343.64,🛍️ Deal Seeker,0.7703285864829833,2.3506295051684263
c41750b6,42.2975,4,4229.75,169.19,😴 Low Value,-0.1270381687397365,-0.17678730822526528
ea529ab7,6.585714285714286,7,2305.0,46.1,🔁 Frequent Buyer,-1.6645361919914,-0.20667544191558795
f14cd9dc,58.405,8,0.0,467.24,🔁 Frequent Buyer,0.0501620984302797,1.21254111063797
898f9c6d,144.32,1,721.5999999999999,144.32,😴 Low Value,0.8253068129091262,-1.9194141187613911
116fecb8,20.44333333333333,6,3066.5,122.66,🔁 Frequent Buyer,-0.9802432802440814,-0.0340087867973373
594294be,25.0325,8,6007.799999999999,200.26,🛍️ Deal Seeker,-0.6562895427971153,1.2903325985921945
52ee67bc,85.162,5,4258.1,425.81,🛍️ Deal Seeker,1.1074000196752094,1.0111992574164828
18fa5e20,87.65,4,5259.0,350.6,🛍️ Deal Seeker,1.1125634203747035,0.6330294569769433
7d67e3f1,128.43,2,5137.200000000001,256.86,🎯 High Spender,1.4379520843598743,-0.3714151266235356
ab9fa9a3,64.72,6,7766.4,388.32,🛍️ Deal Seeker,0.9841272386096198,1.78958085176839
a03eaa0c,64.21666666666667,6,7706.0,385.3,🛍️ Deal Seeker,0.9610376103772437,1.7675895516832218
6e2c9c02,112.0,1,0.0,112.0,😴 Low Value,0.32862681132558963,-2.0950253797045697
0c414eaf,36.708888888888886,9,6607.6,330.38,🛍️ Deal Seeker,-0.14201537785476748,2.145579374978557
f198455a,40.93,6,4911.6,245.58,🛍️ Deal Seeker,-0.10720174612197064,0.7501642378091541
e235eaa8,119.75999999999999,3,5389.2,359.28,🛍️ Deal Seeker,1.621909132307202,0.36224707124367356
bc022fce,78.84,4,9460.800000000001,315.36,🛍️ Deal Seeker,1.3508529856567304,1.271781093281186
1738af2a,66.6425,4,6664.25,266.57,🛍️ Deal Seeker,0.7432131252335187,0.5982826383497628
0513a984,99.92333333333333,3,7494.25,299.77,🛍️ Deal Seeker,1.4366863979143574,0.5518623670265467
f4658b9f,54.50666666666667,3,1635.2,163.52,😴 Low Value,-0.14965973351473896,-0.945259505946527
f720b9b7,40.64666666666667,3,2438.8,121.94,😴 Low Value,-0.35169595538405024,-0.9334406886015705
c78d307b,19.785,4,395.7,79.14,😴 Low Value,-1.104057388690511,-1.1797687601635811
18571441,38.30571428571428,7,0.0,268.14,🔁 Frequent Buyer,-0.7485149994370724,0.20459847418730334
5b662387,45.0325,4,1801.3,180.13,😴 Low Value,-0.3233542237133056,-0.5783665929569198
4ae01f60,23.857777777777777,9,10736.0,214.72,🛍️ Deal Seeker,-0.2676027341175741,2.4508362504495067
3696bfd0,295.93,1,4438.95,295.93,🎯 High Spender,3.1913628678284125,-1.0355244894858178
b5603d04,22.075,8,0.0,176.6,🔁 Frequent Buyer,-1.430739848540055,0.11441480161998573
1a80943e,32.67714285714286,7,0.0,228.74,🔁 Frequent Buyer,-0.9555761213056886,0.057649115635631666
e14e962f,128.76,2,3862.7999999999997,257.52,🎯 High Spender,1.3048261941442194,-0.6000732777105298
2b3198dd,11.035,8,2207.0,88.28,🔁 Frequent Buyer,-1.6405457763647961,0.17985552070342392
a1aad5f0,415.02,1,2075.1,415.02,🎯 High Spender,4.474806994052513,-1.2968200610734877
dc1a6629,8.182222222222222,9,736.4,73.64,🔁 Frequent Buyer,-2.057254877887748,0.10400909039671068
128c7985,11.717777777777776,9,1054.6,105.46,🔁 Frequent Buyer,-1.8644497120687828,0.28298527297440507
48f6819e,133.99,2,8039.400000000001,267.98,🎯 High Spender,1.8478640963047321,0.18411361707099116
13fcb9dd,15.214285714285714,7,5325.0,106.5,🔁 Frequent Buyer,-1.0184126096416737,0.5647704580472593
7dd71ecb,122.37,3,5506.650000000001,367.11,🛍️ Deal Seeker,1.6892089115984508,0.40863037841492217
3c8ad6d6,10.955714285714285,7,0.0,76.69,🔁 Frequent Buyer,-1.7546533695321638,-0.5094485992826857
e7267a38,20.736666666666665,9,9331.5,186.63,🛍️ Deal Seeker,-0.5601007071322934,2.089634595012802
33f0e5f8,4.675,4,561.0,18.7,😴 Low Value,-1.4617384800697932,-1.3576623611440564
9cb99a90,191.54,1,0.0,191.54,🎯 High Spender,1.3576763213870575,-1.9840129359521086
a69f0bc8,177.735,2,8886.75,355.47,🎯 High Spender,2.679928275709536,0.5785842871887461
fe8a21d2,362.82,1,7256.4,362.82,🎯 High Spender,4.3634070634380375,-0.43262571613411266
b755ad6c,64.33200000000001,5,0.0,321.66,🔁 Frequent Buyer,0.0432586816145651,-0.13112733551634867
ee300046,11.959999999999999,5,2990.0,59.8,😴 Low Value,-1.141584645619655,-0.5262880123822171
2e541d01,25.325714285714287,7,3545.6,177.28,🔁 Frequent Buyer,-0.8401100827892423,0.5069489585982551
e4aa32a0,27.281111111111112,9,0.0,245.53,🔁 Frequent Buyer,-1.2829687089506987,0.6267830941602681
1672d24e,42.21,9,1899.4499999999998,379.89,🔁 Frequent Buyer,-0.408349302559674,1.4830369345602359
a4b13791,133.66666666666666,3,6015.0,401.0,🎯 High Spender,1.9804974837798568,0.6093877577295584
a8343047,105.29333333333334,3,9476.4,315.88,🛍️ Deal Seeker,1.7645915858730294,0.9620677325570132
16424ec7,53.36333333333334,3,800.45,160.09,😴 Low Value,-0.2643961753626057,-1.1072395530843988
ec4f4397,47.74,4,5728.8,190.96,🛍️ Deal Seeker,0.17143419533656734,0.16916272299027982
9cf50531,15.295,8,6118.0,122.36,🔁 Frequent Buyer,-1.0412201904994034,1.0159326068862953
1e6e48c2,30.650000000000002,6,1839.0,183.9,🔁 Frequent Buyer,-0.7789393114390337,-0.031569553506615305
317bca3f,20.31875,8,3251.0,162.55,🔁 Frequent Buyer,-1.148486791443763,0.6492797382926009
260c8ec5,19.29,1,96.44999999999999,19.29,😴 Low Value,-0.8603119815066764,-2.206975755380226
7da79df6,7.975,8,0.0,63.8,🔁 Frequent Buyer,-2.0054912234996403,-0.31177790295346786
c8e51376,29.0075,4,580.15,116.03,😴 Low Value,-0.8546871676652779,-1.0195853805760107
403ab1e9,215.4,1,10770.0,215.4,🎯 High Spender,2.8385832744982307,-0.0029351010077762548
501b16d8,44.605,8,5352.599999999999,356.84,🛍️ Deal Seeker,0.0702220140666104,1.7634451751723959
7d7f6ad1,97.4175,4,0.0,389.67,🛍️ Deal Seeker,0.7830129627413486,-0.1837517280814098
c814cdcc,56.81666666666666,6,6818.0,340.9,🛍️ Deal Seeker,0.6215742019277364,1.4442737491065785
c6b46864,58.99,8,2359.6,471.92,🛍️ Deal Seeker,0.3308294784707534,1.656962140036091
63fef598,79.39,4,7939.0,317.56,🛍️ Deal Seeker,1.1988930747066786,1.0041238436882378
4720abd8,59.73,3,4479.75,179.19,😴 Low Value,0.26904646391052145,-0.3805001529439439
c19814f1,37.55,9,10138.5,337.95,🛍️ Deal Seeker,0.2799206575637482,2.813038036670691
fdc23ea4,30.69666666666667,3,2302.25,92.09,😴 Low Value,-0.574388917178665,-1.0539847730254643
fe1668db,42.91,9,7723.8,386.19,🛍️ Deal Seeker,0.2568952510066631,2.5604243204424386
26dd0325,140.085,2,8405.1,280.17,🎯 High Spender,1.990749008898861,0.28386124421565634
942598dd,35.005,2,700.1,70.01,😴 Low Value,-0.6250376796299892,-1.6890529331452777
aa467976,50.765,2,2030.6,101.53,😴 Low Value,-0.2136835300463815,-1.3615229344169613
cfc35694,52.03666666666667,6,7805.500000000001,312.22,🛍️ Deal Seeker,0.5722109332633143,1.5177573980394687
9e064b40,28.243333333333336,3,2118.25,84.73,😴 Low Value,-0.6456596910571543,-1.1108946100380934
968fb1ae,36.10888888888889,9,4874.700000000001,324.98,🛍️ Deal Seeker,-0.35746851719552714,1.8115737397976142
7c9152e1,45.8175,4,2749.05,183.27,😴 Low Value,-0.20068306054586074,-0.39616893673127446
1bc7e890,317.6,1,3176.0,317.6,🎯 High Spender,3.3342579114450643,-1.2336872219272041
5f605f60,85.845,4,5150.7,343.38,🛍️ Deal Seeker,1.0558991067892947,0.5886213269191334
f5e44697,71.26,1,0.0,71.26,😴 Low Value,-0.19844732797418663,-2.1518854118704644
0353de5b,53.15,5,7972.5,265.75,🛍️ Deal Seeker,0.5885328265770913,1.1108890949007162
399a95fc,88.055,4,7044.400000000001,352.22,🛍️ Deal Seeker,1.3169575251819636,0.9614922047537187
007d82ed,49.19875,8,5903.849999999999,393.59,🛍️ Deal Seeker,0.31747341113835864,2.001992560198471
f3431ec8,42.0925,8,3367.4,336.74,🛍️ Deal Seeker,-0.24826501732310755,1.3284737147253893
19250ed7,17.178571428571427,7,1202.5,120.25,🔁 Frequent Buyer,-1.3948486088917653,-0.1295091502027282
4fd21482,151.56333333333333,3,2273.45,454.69,🎯 High Spender,1.9470800919622324,0.10511993962942737
d9b16d55,149.93,1,0.0,149.93,😴 Low Value,0.8193465487738104,-2.042087210336568
6908d999,157.81,1,3156.2,157.81,🎯 High Spender,1.2648182069927976,-1.460283913905452
13d4dd27,73.74666666666667,3,0.0,221.24,😴 Low Value,0.07423908181805973,-1.0556491652762967
8ebce110,45.68,6,5481.599999999999,274.08,🛍️ Deal Seeker,0.11069706335575326,0.957698030003621
257af577,40.76857142857143,7,7134.5,285.38,🛍️ Deal Seeker,0.11861376263959265,1.5591873019337867
8c2e9d07,31.906666666666666,6,4786.0,191.44,🛍️ Deal Seeker,-0.4169503872020963,0.5290344617417821
